symbol,entry_date,exit_date,exit_reason,entry_price,exit_price,shares,pnl,return,sector
TLT,2003-05-14,2003-07-25,CATALYST_TREND_OFF,42.87505340576172,39.8706169128418,2449,-7366.436471160889,-0.07007423324902895,Catalyst
TLT,2003-09-25,2003-10-09,CATALYST_TREND_OFF,40.76810073852539,39.68714141845703,2418,-2622.222635925293,-0.026514831461031618,Catalyst
TLT,2003-11-18,2003-12-03,CATALYST_TREND_OFF,41.04943084716797,40.14661407470703,2352,-2131.657048828125,-0.021993405361020346,Catalyst
TLT,2003-12-05,2003-12-12,CATALYST_TREND_OFF,40.88038635253906,40.742156982421875,2311,-327.5365743408203,-0.003381312713758189,Catalyst
TLT,2003-12-16,2004-04-20,CATALYST_TREND_OFF,40.85176467895508,40.50814437866211,2305,-800.112292175293,-0.008411394293328711,Catalyst
TLT,2004-04-22,2004-04-29,CATALYST_TREND_OFF,40.948997497558594,40.35792922973633,2281,-1356.210218902588,-0.014434254901051102,Catalyst
TLT,2004-07-02,2005-10-14,CATALYST_TREND_OFF,41.351749420166016,46.802310943603516,2249,12250.441366210938,0.13180969607973636,Catalyst
GLD,2005-10-14,2006-09-14,CATALYST_TREND_OFF,46.79999923706055,57.189998626708984,2248,23348.85062792969,0.22200853758605787,Catalyst
DBC,2006-11-24,2007-01-03,CATALYST_TREND_OFF,19.89066505432129,19.330032348632812,1,-0.5641327056884765,-0.028185719489890904,Catalyst
TLT,2006-09-14,2007-05-29,CATALYST_TREND_OFF,47.42160415649414,48.22111129760742,2711,2157.9753595581055,0.0168595549504158,Catalyst
GLD,2007-05-29,2008-08-05,CATALYST_TREND_OFF,65.06999969482422,86.08000183105469,1004,21090.52814477539,0.32288308336816596,Catalyst
DBC,2007-02-23,2008-09-03,CATALYST_TREND_OFF,25.633434473441607,30.437650680541992,5922,28429.84137844848,0.1874199187813852,Catalyst
TLT,2008-09-03,2009-04-30,CATALYST_TREND_OFF,56.27574920654297,59.54548263549805,3202,10458.47943951416,0.05810199730890342,Catalyst
GLD,2009-04-30,2011-12-16,CATALYST_TREND_OFF,87.2699966430664,155.22999572753906,2185,148484.95049957276,0.778732688193269,Catalyst
TLT,2011-12-16,2013-01-02,CATALYST_TREND_OFF,82.5325927734375,82.92819213867188,2054,805.3720961914063,0.004793250180814557,Catalyst
ZROZ,2011-12-16,2013-01-02,CATALYST_TREND_OFF,74.25834277966393,72.70978546142578,2284,-3544.8989148559413,-0.020853647688219512,Catalyst
GLD,2013-01-02,2013-01-09,CATALYST_TREND_OFF,163.1699981689453,160.49000549316406,1030,-2763.9974560546875,-0.01642454315042896,Catalyst
DBC,2013-01-02,2013-03-01,CATALYST_TREND_OFF,23.45707530129032,22.77608871459961,14221,-9734.0837493286,-0.029031180483666374,Catalyst
ZROZ,2013-04-05,2013-05-03,CATALYST_TREND_OFF,76.4385757446289,74.58511352539062,2126,-3947.9016781005857,-0.024247733571468588,Catalyst
TLT,2013-04-05,2013-05-10,CATALYST_TREND_OFF,85.1808034705053,83.08247375488281,3769,-7921.79619818114,-0.024633833330171107,Catalyst
DBC,2013-08-27,2013-09-04,CATALYST_TREND_OFF,22.809904098510742,22.463274002075195,13900,-4866.808340454101,-0.015196473204732941,Catalyst
ZROZ,2014-01-24,2015-05-04,CATALYST_TREND_OFF,64.31988525390625,83.22816467285156,2470,46694.805164794925,0.2939725303349632,Catalyst
TLT,2014-01-24,2015-05-11,CATALYST_TREND_OFF,84.29217078910226,88.69461822509766,4323,19016.64976580811,0.0522284263743813,Catalyst
GLD,2015-05-15,2015-05-22,CATALYST_TREND_OFF,117.52999877929688,115.5999984741211,3264,-6310.94499609375,-0.01642134199967127,Catalyst
TLT,2015-08-03,2015-08-10,CATALYST_TREND_OFF,92.2785873413086,91.7184829711914,4122,-2323.177213623047,-0.006069711145940571,Catalyst
ZROZ,2015-08-11,2015-08-18,CATALYST_TREND_OFF,85.77788543701172,84.68228912353516,2204,-2422.4082749023437,-0.012772479851827057,Catalyst
TLT,2015-08-11,2015-09-01,CATALYST_TREND_OFF,92.72366868496412,91.3411636352539,4052,-5616.092461425804,-0.014909947689919267,Catalyst
TLT,2015-09-29,2015-10-06,CATALYST_TREND_OFF,92.79330444335938,92.55843353271484,4000,-953.483642578125,-0.0025311191583644588,Catalyst
GLD,2015-10-14,2015-10-21,CATALYST_TREND_OFF,113.80999755859375,111.7300033569336,1628,-3391.9285603027342,-0.018276023603192693,Catalyst
TLT,2015-10-14,2015-11-04,CATALYST_TREND_OFF,93.21602502005994,91.02375793457031,3939,-8649.126549743662,-0.023518135267169615,Catalyst
ZROZ,2015-12-01,2015-12-08,CATALYST_TREND_OFF,84.22553253173828,83.24874877929688,2134,-2091.925527709961,-0.011597240445744061,Catalyst
TLT,2015-12-01,2015-12-30,CATALYST_TREND_OFF,92.1439771344902,90.6153564453125,3879,-5943.096153320298,-0.016589480253783484,Catalyst
DBC,2016-04-28,2016-05-05,CATALYST_TREND_OFF,12.208118438720703,11.861489295959473,2,-0.7002582855224609,-0.02839333059399396,Catalyst
TLT,2016-01-04,2016-11-01,CATALYST_TREND_OFF,91.67980194091797,100.80429077148438,1917,17484.9355881958,0.09952561673776938,Catalyst
ZROZ,2016-01-04,2016-11-01,CATALYST_TREND_OFF,83.48822592783291,94.4169921875,2106,23008.610742858884,0.1309018863224365,Catalyst
GLD,2016-11-01,2016-11-08,CATALYST_TREND_OFF,122.7300033569336,121.63999938964844,1597,-1746.3258357543946,-0.008881316201997613,Catalyst
DBC,2016-05-12,2017-03-14,CATALYST_TREND_OFF,12.583705462424783,12.537839889526367,31013,-1530.9745122985712,-0.0036448384011665835,Catalyst
DBC,2017-03-30,2017-04-21,CATALYST_TREND_OFF,12.833742141723633,12.664655685424805,30339,-5236.100497650146,-0.013175148326310282,Catalyst
GLD,2017-04-21,2017-05-05,CATALYST_TREND_OFF,122.30999755859375,117.01000213623047,3140,-16652.975626220705,-0.043332479177135674,Catalyst
GLD,2017-05-17,2017-07-07,CATALYST_TREND_OFF,119.79000091552734,115.27999877929688,3071,-13860.96506036377,-0.03764923701278544,Catalyst
TLT,2017-07-07,2018-01-19,CATALYST_TREND_OFF,96.05442810058594,97.533935546875,1843,2720.2817235107423,0.015402803135111665,Catalyst
ZROZ,2017-07-07,2018-02-02,CATALYST_TREND_OFF,87.60216522216797,87.21363830566406,2020,-791.8943713378907,-0.004435129149131911,Catalyst
GLD,2018-01-19,2018-05-15,CATALYST_TREND_OFF,126.39988559260594,122.4800033569336,1411,-5535.892334533682,-0.031011754617455534,Catalyst
DBC,2017-09-01,2018-08-16,CATALYST_TREND_OFF,14.746345829199965,14.152624130249023,23757,-14188.195901977528,-0.04026229316928698,Catalyst
TLT,2018-08-16,2018-09-07,CATALYST_TREND_OFF,97.23785400390625,96.08576202392578,1728,-1996.86294140625,-0.011848183938059642,Catalyst
ZROZ,2018-08-16,2018-09-07,CATALYST_TREND_OFF,89.988037109375,88.43280792236328,1868,-2911.7061213378906,-0.01728262152358573,Catalyst
DBC,2018-09-07,2018-11-02,CATALYST_TREND_OFF,14.499255180358887,14.203351020812988,22839,-6838.091599868774,-0.020408231723981207,Catalyst
DBC,2019-07-12,2019-07-19,CATALYST_TREND_OFF,13.7540864944458,13.325876235961914,4,-1.7268410339355469,-0.031133311445787903,Catalyst
DBC,2019-09-16,2019-09-23,CATALYST_TREND_OFF,13.514288902282715,13.291620254516602,4,-0.9046745910644531,-0.016476534531424836,Catalyst
DBC,2019-11-04,2019-11-11,CATALYST_TREND_OFF,13.454339981079102,13.283056259155273,4,-0.6991348876953125,-0.012730741319507688,Catalyst
DBC,2019-11-25,2019-12-03,CATALYST_TREND_OFF,13.368697166442871,13.1032075881958,4,-1.0759583129882813,-0.019859046468154173,Catalyst
DBC,2019-12-10,2020-01-24,CATALYST_TREND_OFF,13.462904930114746,13.147784233093262,4,-1.2744827880859375,-0.023406590082694634,Catalyst
DBC,2020-08-20,2020-09-11,CATALYST_TREND_OFF,11.685953140258789,11.224780082702637,4,-1.8586922302246094,-0.039463880440131494,Catalyst
DBC,2020-09-18,2020-09-25,CATALYST_TREND_OFF,11.685953140258789,11.26828670501709,4,-1.6846657409667969,-0.03574089594821439,Catalyst
TLT,2018-12-04,2020-10-23,CATALYST_TREND_OFF,95.69383239746094,133.2025604248047,3400,127517.77529296876,0.39196599287143785,Catalyst
DBC,2020-10-09,2020-10-30,CATALYST_TREND_OFF,11.538041263185619,11.007245063781738,19629,-10487.70009809877,-0.04600401292526923,Catalyst
GLD,2020-10-23,2020-11-30,CATALYST_TREND_OFF,177.44006236872423,166.6699981689453,2493,-26858.495550048836,-0.060696913966353794,Catalyst
DBC,2020-11-30,2022-09-07,CATALYST_TREND_OFF,12.129722595214844,21.396692276000977,34247,317246.04615788267,0.7639885914985343,Catalyst
DBC,2022-09-09,2022-09-16,CATALYST_TREND_OFF,22.092802047729492,21.649032592773438,33169,-14835.480551437378,-0.02008660802723583,Catalyst
DBC,2022-10-05,2022-10-12,CATALYST_TREND_OFF,22.240726470947266,22.04059410095215,32353,-6588.118066452026,-0.00899846370830315,Catalyst
DBC,2022-10-13,2022-10-20,CATALYST_TREND_OFF,22.345142364501953,21.6229305267334,31908,-23156.013319519043,-0.03232075347686658,Catalyst
DBC,2022-11-04,2022-11-18,CATALYST_TREND_OFF,23.128267288208008,21.892671585083008,29883,-37027.89689648437,-0.05342361741707169,Catalyst
GLD,2022-12-01,2022-12-08,CATALYST_TREND_OFF,167.83999633789062,166.47000122070312,3903,-5360.7514423828125,-0.008162506834363037,Catalyst
TLT,2023-03-13,2023-03-27,CATALYST_TREND_OFF,93.48347473144531,92.16732788085938,1,-1.3196468505859376,-0.014078925225735284,Catalyst
TLT,2023-04-03,2023-04-18,CATALYST_TREND_OFF,94.40241241455078,92.27701568603516,1,-2.128896728515625,-0.02251422049663665,Catalyst
TLT,2023-04-25,2023-05-09,CATALYST_TREND_OFF,94.72122192382812,91.48892211914062,1,-3.2357998046875,-0.0341243465723744,Catalyst
TLT,2023-06-22,2023-06-29,CATALYST_TREND_OFF,91.07333374023438,90.56594848632812,1,-0.51088525390625,-0.0055711725163530845,Catalyst
